CRICOS Provider Code,Institution Name,CRICOS Course Code,Course Name,VET National Code,Dual Qualification,Field of Education 1 Broad Field,Field of Education 1 Narrow Field,Field of Education 1 Detailed Field,Field of Education 2 Broad Field,Field of Education 2 Narrow Field,Field of Education 2 Detailed Field,Course Level,Foundation Studies,Work Component,Work Component Hours/Week,Work Component Weeks,Work Component Total Hours,Course Language,Duration (Weeks),Tuition Fee,Non Tuition Fee,Estimated Total Course Cost,Expired
01822J,ACPE Limited,086000M,Diploma of Applied Fitness,,No,09 - Society and Culture,0921 - Sport and Recreation,092101 - Sport and Recreation Activities,,,,Diploma,No,No,,,,English,52,"$30,000.00",$200.00,"$30,200.00",No
01822J,ACPE Limited,086151G,Bachelor of Education (Physical and Health Education),,No,07 - Education,0701 - Teacher Education,"070199 - Teacher Education, n.e.c.",,,,Bachelor Degree,No,No,,,,English,208,"$130,240.00",$200.00,"$130,440.00",No
01822J,ACPE Limited,095596C,Bachelor of Dance Practice,,No,10 - Creative Arts,1001 - Performing Arts ,100105 - Dance,,,,Bachelor Degree,No,Yes,,6,46,English,156,"$97,680.00",$200.00,"$97,880.00",No
01822J,ACPE Limited,095597B,Bachelor of Sports Coaching (Strength and Conditioning),,No,09 - Society and Culture,0921 - Sport and Recreation,"092103 - Sports Coaching, Officiating and Instruction",,,,Bachelor Degree,No,Yes,,8,80,English,156,"$97,680.00",$200.00,"$97,880.00",No
01822J,ACPE Limited,106005C,Bachelor of Sports Coaching (Management),,No,09 - Society and Culture,0921 - Sport and Recreation,"092103 - Sports Coaching, Officiating and Instruction",,,,Bachelor Degree,No,Yes,2.50,24,60,English,156,"$97,680.00",$200.00,"$97,880.00",No
01822J,ACPE Limited,107272J,Bachelor of Health Promotion,,No,06 - Health,0613 - Public Health,061307 - Health Promotion,,,,Bachelor Degree,No,Yes,,60,218,English,156,"$97,680.00",$200.00,"$97,880.00",No
01822J,ACPE Limited,108822J,Bachelor of Physical Activity for Health,,No,06 - Health,0699 - Other Health,"069999 - Health, n.e.c.",,,,Bachelor Degree,No,Yes,3.80,60,228,English,156,"$97,680.00",$200.00,"$97,880.00",No
01822J,ACPE Limited,111312E,"Bachelor of Football (Development, Management and Performance)",,No,09 - Society and Culture,0921 - Sport and Recreation,"092103 - Sports Coaching, Officiating and Instruction",,,,Bachelor Degree,No,Yes,4.30,60,258,English,156,"$97,680.00",$200.00,"$97,880.00",No
01822J,ACPE Limited,111313D,"Associate Degree of Football (Development, Management and Performance)",,No,09 - Society and Culture,0921 - Sport and Recreation,092101 - Sport and Recreation Activities,,,,Associate Degree,No,Yes,,36,110,English,104,"$65,120.00",$200.00,"$65,320.00",No
01822J,ACPE Limited,111314C,"Diploma of Football (Development, Management and Performance)",,No,09 - Society and Culture,0921 - Sport and Recreation,092101 - Sport and Recreation Activities,,,,Diploma,No,Yes,,12,45,English,52,"$32,560.00",$200.00,"$32,760.00",No
01822J,ACPE Limited,111740G,International Student Exchange / Study Abroad (Short Term),,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Non AQF Award,No,No,,,,English,26,"$32,560.00",$0.00,"$32,560.00",No
01822J,ACPE Limited,113886F,Diploma of Sport and Exercise Science,,No,06 - Health,0699 - Other Health,069903 - Human Movement,,,,Diploma,No,No,,,,English,52,"$32,560.00",$200.00,"$32,760.00",No
01822J,ACPE Limited,113887E,Diploma of Community Sport and Movement,,No,09 - Society and Culture,0921 - Sport and Recreation,092101 - Sport and Recreation Activities,,,,Diploma,No,No,,,,English,52,"$32,560.00",$200.00,"$32,760.00",No
01850E,Seventh-day Adventist Schools (Western Australia) Limited,029040J,Primary Education Years PP-6,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Primary School Studies,No,No,,,,English,416,"$94,661.00","$4,080.00","$98,741.00",No
01854A,Dentos Pty Ltd,0102048,Diploma of Sport and Recreation Management,SIS50115,No,09 - Society and Culture,0921 - Sport and Recreation,"092103 - Sports Coaching, Officiating and Instruction",,,,Diploma,No,No,,,,English,104,"$9,500.00",$0.00,"$9,500.00",No
01854A,Dentos Pty Ltd,094163C,Diploma of Clinical Aromatherapy,HLT52315,No,06 - Health,0619 - Complementary Therapies,061901 - Naturopathy,,,,Diploma,No,No,,,,English,75,"$18,500.00",$0.00,"$18,500.00",No
01854A,Dentos Pty Ltd,094164B,Diploma of Remedial Massage,HLT52015,No,06 - Health,0619 - Complementary Therapies,061901 - Naturopathy,,,,Diploma,No,No,,,,English,75,"$17,300.00",$0.00,"$17,300.00",No
01854A,Dentos Pty Ltd,094166M,Certificate IV in Massage Therapy,HLT42015,No,06 - Health,0619 - Complementary Therapies,061901 - Naturopathy,,,,Certificate IV,No,No,,,,English,26,"$7,980.00",$0.00,"$7,980.00",No
01854A,Dentos Pty Ltd,104105D,Diploma of Project Management,BSB50820,No,08 - Management and Commerce,0803 - Business and Management,080315 - Project Management,,,,Diploma,No,No,,,,English,78,"$9,400.00",$0.00,"$9,400.00",No
01854A,Dentos Pty Ltd,104137G,Diploma of Leadership and Management,BSB50420,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Diploma,No,No,,,,English,78,"$9,400.00",$0.00,"$9,400.00",No
01854A,Dentos Pty Ltd,109053D,Diploma of School Age Education and Care,CHC50221,No,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,,,,Diploma,No,No,,,,English,104,"$7,500.00",$400.00,"$7,900.00",No
01854A,Dentos Pty Ltd,110356A,Diploma of Event Management,SIT50322,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Diploma,No,No,,,,English,104,"$9,500.00",$400.00,"$9,900.00",No
01854A,Dentos Pty Ltd,113411H,Certificate IV in Massage Therapy,HLT42021,No,06 - Health,0619 - Complementary Therapies,"061999 - Complementary Therapies, n.e.c.",,,,Certificate IV,No,No,,,,English,26,"$7,980.00",$250.00,"$8,230.00",No
01854A,Dentos Pty Ltd,113412G,Diploma of Remedial Massage,HLT52021,No,06 - Health,0619 - Complementary Therapies,"061999 - Complementary Therapies, n.e.c.",,,,Diploma,No,No,,,,English,73,"$17,500.00",$250.00,"$17,750.00",No
01854A,Dentos Pty Ltd,113413F,"Diploma of Sport, Aquatics and Recreation Management",SIS50122,No,09 - Society and Culture,0921 - Sport and Recreation,"092199 - Sport and Recreation, n.e.c.",,,,Diploma,No,No,,,,English,104,"$15,000.00",$400.00,"$15,400.00",No
01855M,Kingsway Christian Education Association Inc.,029263E,Primary Education Years PP-6,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Primary School Studies,No,No,0.00,0,0,English,364,"$141,744.00","$9,556.00","$151,300.00",No
01855M,Kingsway Christian Education Association Inc.,096105G,Secondary Education Years 7 - 10,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Junior Secondary Studies,No,No,,,,English,208,"$117,461.00","$4,618.00","$122,079.00",No
01855M,Kingsway Christian Education Association Inc.,096107F,Senior Secondary Certificate of Education Years 11 - 12,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Senior Secondary Certificate of Education,No,No,,,,English,104,"$58,966.00","$2,900.00","$61,866.00",No
01856K,Wells International College Pty Ltd,093145B,Advanced Diploma of Hospitality Management,SIT60316,No,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,,,,Advanced Diploma,No,Yes,20.00,10,200,English,105,"$20,000.00",$0.00,"$20,000.00",No
01856K,Wells International College Pty Ltd,093158G,Certificate III in Hospitality,SIT30616,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110101 - Hospitality,,,,Certificate III,No,Yes,20.00,10,200,English,40,"$10,000.00",$0.00,"$10,000.00",No
01856K,Wells International College Pty Ltd,093160C,Diploma of Hospitality Management,SIT50416,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Diploma,No,Yes,20.00,10,200,English,80,"$15,000.00",$0.00,"$15,000.00",No
01856K,Wells International College Pty Ltd,093170A,Certificate IV in Hospitality,SIT40416,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110101 - Hospitality,,,,Certificate IV,No,Yes,20.00,10,200,English,53,"$10,000.00",$0.00,"$10,000.00",No
01856K,Wells International College Pty Ltd,103189C,Certificate IV in Information Technology,ICT40120,No,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",,,,Certificate IV,No,No,,,,English,52,"$11,000.00",$0.00,"$11,000.00",No
01856K,Wells International College Pty Ltd,103944F,Certificate IV in Leadership and Management,BSB40520,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Certificate IV,No,No,,,,English,52,"$11,000.00",$0.00,"$11,000.00",No
01856K,Wells International College Pty Ltd,104138F,Diploma of Leadership and Management,BSB50420,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Diploma,No,No,,,,English,52,"$11,000.00",$0.00,"$11,000.00",No
01856K,Wells International College Pty Ltd,105171H,Advanced Diploma of Leadership and Management,BSB60420,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Advanced Diploma,No,No,,,,English,52,"$11,000.00",$0.00,"$11,000.00",No
01856K,Wells International College Pty Ltd,105172G,Diploma of Information Technology,ICT50220,No,02 - Information Technology,0203 - Information Systems,"020300 - Information Systems, n.f.d.",,,,Diploma,No,No,,,,English,52,"$11,000.00",$0.00,"$11,000.00",No
01856K,Wells International College Pty Ltd,105173F,Advanced Diploma of Information Technology,ICT60220,No,02 - Information Technology,0201 - Computer Science,"020199 - Computer Science, n.e.c.",,,,Advanced Diploma,No,No,,,,English,52,"$11,000.00",$0.00,"$11,000.00",No
01856K,Wells International College Pty Ltd,106193E,Graduate Diploma of Management (Learning),BSB80120,No,07 - Education,0701 - Teacher Education,"070199 - Teacher Education, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$15,000.00",$200.00,"$15,200.00",No
01856K,Wells International College Pty Ltd,109642E,Certificate IV in Kitchen Management,SIT40521,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110109 - Cookery,,,,Certificate IV,No,Yes,20.00,20,400,English,104,"$20,000.00",$0.00,"$20,000.00",No
01856K,Wells International College Pty Ltd,109779K,Certificate III in Commercial Cookery,SIT30821,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110109 - Cookery,,,,Certificate III,No,Yes,20.00,10,200,English,64,"$12,500.00",$0.00,"$12,500.00",No
01856K,Wells International College Pty Ltd,110364A,Certificate III in Hospitality,SIT30622,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110101 - Hospitality,,,,Certificate III,No,Yes,20.00,10,200,English,40,"$10,000.00",$250.00,"$10,250.00",No
01856K,Wells International College Pty Ltd,110365M,Certificate IV in Hospitality,SIT40422,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110101 - Hospitality,,,,Certificate IV,No,Yes,20.00,10,200,English,52,"$15,000.00",$250.00,"$15,250.00",No
01856K,Wells International College Pty Ltd,110366K,Diploma of Hospitality Management,SIT50422,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Diploma,No,Yes,20.00,10,200,English,80,"$15,000.00",$250.00,"$15,250.00",No
01856K,Wells International College Pty Ltd,110367J,Advanced Diploma of Hospitality Management,SIT60322,No,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,,,,Advanced Diploma,No,Yes,20.00,10,200,English,105,"$20,000.00",$250.00,"$20,250.00",No
01857J,Monash College Pty Ltd,0100159,Diploma of Information Technology,,No,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",,,,Diploma,No,No,,,,English,75,"$71,300.00",$100.00,"$71,400.00",No
01857J,Monash College Pty Ltd,041847B,IAP - Introductory Academic Program,,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,5,"$1,900.00",$100.00,"$2,000.00",No
01857J,Monash College Pty Ltd,043633M,Diploma of Business,,No,08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",,,,Diploma,No,No,,,,English,75,"$70,100.00",$100.00,"$70,200.00",No
01857J,Monash College Pty Ltd,043634K,Diploma of Engineering,,No,03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",,,,Diploma,No,No,,,,English,90,"$72,100.00",$100.00,"$72,200.00",No
01857J,Monash College Pty Ltd,045084G,Diploma of Art & Design,,No,10 - Creative Arts,1005 - Graphic and Design Studies,"100500 - Graphic and Design Studies, n.f.d.",,,,Diploma,No,No,,,,English,75,"$63,600.00",$100.00,"$63,700.00",No
01857J,Monash College Pty Ltd,061625F,Diploma of Arts,,No,09 - Society and Culture,0907 - Behavioural Science,"090700 - Behavioural Science, n.f.d.",,,,Diploma,No,No,,,,English,75,"$61,500.00",$100.00,"$61,600.00",No
01857J,Monash College Pty Ltd,071178G,Monash University Foundation Year (MUFY),,No,12 - Mixed Field Programmes,1201 - General Education Programmes,"120199 - General Education Programmes, n.e.c.",,,,Non AQF Award,Yes,No,,,,English,52,"$35,200.00",$100.00,"$35,300.00",No
01857J,Monash College Pty Ltd,071180C,Monash University Foundation Year (MUFY),,No,12 - Mixed Field Programmes,1201 - General Education Programmes,"120199 - General Education Programmes, n.e.c.",,,,Non AQF Award,Yes,No,,,,English,45,"$35,200.00",$100.00,"$35,300.00",No
01857J,Monash College Pty Ltd,072824G,Extended Monash University Foundation Year (MUFY),,No,12 - Mixed Field Programmes,1201 - General Education Programmes,"120199 - General Education Programmes, n.e.c.",,,,Non AQF Award,Yes,No,,,,English,78,"$47,600.00",$100.00,"$47,700.00",No
01857J,Monash College Pty Ltd,076753G,Monash English (5 to 50 weeks),,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,50,"$24,000.00",$295.00,"$24,295.00",No
01857J,Monash College Pty Ltd,086068B,Diploma of Science,,No,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019999 - Natural and Physical Sciences, n.e.c.",,,,Diploma,No,No,,,,English,75,"$70,000.00",$100.00,"$70,100.00",No
01859G,Headmasters Academy Pty Ltd,094704A,Certificate III in Hairdressing,SHB30416,No,"11 - Food, Hospitality and Personal Services",1103 - Personal Services,110303 - Hairdressing,,,,Certificate III,No,No,,,,English,52,"$14,500.00",$0.00,"$14,500.00",No
01859G,Headmasters Academy Pty Ltd,094705M,Certificate III in Barbering,SHB30516,No,"11 - Food, Hospitality and Personal Services",1103 - Personal Services,110303 - Hairdressing,,,,Certificate III,No,No,,,,English,52,"$14,500.00",$0.00,"$14,500.00",No
01859G,Headmasters Academy Pty Ltd,107312F,Certificate IV in Ageing Support,CHC43015,No,09 - Society and Culture,0905 - Human Welfare Studies and Services,090507 - Care for the Aged,,,,Certificate IV,No,Yes,20.00,6,120,English,52,"$11,000.00",$250.00,"$11,250.00",No
01859G,Headmasters Academy Pty Ltd,108798D,Diploma of Screen and Media,CUA51020,No,10 - Creative Arts,1007 - Communication and Media Studies,"100799 - Communication and Media Studies, n.e.c.",,,,Diploma,No,No,,,,English,52,"$18,500.00","$1,000.00","$19,500.00",No
01859G,Headmasters Academy Pty Ltd,110631J,Diploma of Beauty Therapy,SHB50121,No,"11 - Food, Hospitality and Personal Services",1103 - Personal Services,110301 - Beauty Therapy,,,,Diploma,No,No,,,,English,63,"$20,500.00","$1,000.00","$21,500.00",No
01880K,C3 Church Sydney Ltd,099913G,Advanced Diploma of Christian Ministry and Theology,10744NAT,No,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,,,,Advanced Diploma,No,No,,,,English,40,"$3,570.00",$0.00,"$3,570.00",No
01880K,C3 Church Sydney Ltd,099914F,Certificate IV in Christian Ministry and Theology,10742NAT,No,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,,,,Certificate IV,No,No,,,,English,40,"$5,040.00",$0.00,"$5,040.00",No
01880K,C3 Church Sydney Ltd,099915E,Diploma of Christian Ministry and Theology,10743NAT,No,09 - Society and Culture,0917 - Philosophy and Religious Studies,091703 - Religious Studies,,,,Diploma,No,No,,,,English,40,"$4,410.00",$0.00,"$4,410.00",No
01880K,C3 Church Sydney Ltd,112509F,Certificate IV in Creative Ministry,11014NAT,No,10 - Creative Arts,1001 - Performing Arts ,"100199 - Performing Arts, n.e.c.",,,,Certificate IV,No,No,,,,English,34,"$6,500.00",$0.00,"$6,500.00",No
01880K,C3 Church Sydney Ltd,112510B,Diploma of Creative Ministry,11015NAT,No,10 - Creative Arts,1001 - Performing Arts ,"100199 - Performing Arts, n.e.c.",,,,Diploma,No,No,,,,English,34,"$6,500.00",$0.00,"$6,500.00",No
