CRICOS Provider Code,Institution Name,CRICOS Course Code,Course Name,VET National Code,Dual Qualification,Field of Education 1 Broad Field,Field of Education 1 Narrow Field,Field of Education 1 Detailed Field,Field of Education 2 Broad Field,Field of Education 2 Narrow Field,Field of Education 2 Detailed Field,Course Level,Foundation Studies,Work Component,Work Component Hours/Week,Work Component Weeks,Work Component Total Hours,Course Language,Duration (Weeks),Tuition Fee,Non Tuition Fee,Estimated Total Course Cost,Expired
01647G,Holmes Colleges Queensland Pty Ltd,024352M,High School Preparation (Beginners/Elementary to Upper Intermediate) (1 to 48 weeks),,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,48,"$17,520.00",$630.00,"$18,150.00",No
01647G,Holmes Colleges Queensland Pty Ltd,045434B,Exam Preparation-Cambridge English: Advanced Certificate (CAE),,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,12,"$4,020.00",$420.00,"$4,440.00",No
01647G,Holmes Colleges Queensland Pty Ltd,056833G,English for Academic Purposes (Upper Intermediate) (12 weeks),,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,12,"$4,020.00",$420.00,"$4,440.00",No
01647G,Holmes Colleges Queensland Pty Ltd,086108K,Exam Preparation-Cambridge English: Preliminary (PET),,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,12,"$4,020.00",$420.00,"$4,440.00",No
01664G,Heights College Ltd,072970J,Primary Years P-6,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Primary School Studies,No,No,,,,English,364,"$100,562.00","$7,110.00","$107,672.00",No
01664G,Heights College Ltd,097562G,Junior Secondary Years 7-10,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Junior Secondary Studies,No,No,,,,English,208,"$66,680.00","$78,904.00","$145,584.00",No
01664G,Heights College Ltd,097563G,Senior Secondary Years 11-12,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Senior Secondary Certificate of Education,No,No,,,,English,104,"$35,056.00","$41,566.00","$76,622.00",No
01678A,Language Studies International Australia Pty Ltd,024670G,Intensive Beginner-Advanced 2-64 Weeks,,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,50,"$19,785.00",$0.00,"$19,785.00",No
01678A,Language Studies International Australia Pty Ltd,024672F,Cambridge Examination Course,,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,12,"$4,029.00",$0.00,"$4,029.00",No
01678A,Language Studies International Australia Pty Ltd,057051G,IELTS Preparation Course,,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,24,$71.00,$0.00,$71.00,No
01678A,Language Studies International Australia Pty Ltd,076933D,BEC Vantage Cambridge Preparation Course,,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,12,"$4,520.00",$0.00,"$4,520.00",No
01682E,Navitas Australia,085947A,Academic English Preparation (AEP),,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,50,"$32,500.00","$1,241.00","$33,741.00",No
01688K,Kennedy Baptist College Association Inc.,0100268,Secondary Education Years 7 - 10,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Junior Secondary Studies,No,No,,,,English,208,"$111,590.00","$13,872.00","$125,462.00",No
01688K,Kennedy Baptist College Association Inc.,0100269,Senior Secondary Certificate of Education Years 11  12,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Senior Secondary Certificate of Education,No,No,,,,English,104,"$67,264.00","$9,541.00","$76,805.00",No
01709K,Biba Academy of Hair & Beauty Pty Ltd,093496A,Certificate III in Hairdressing,SHB30416,No,"11 - Food, Hospitality and Personal Services",1103 - Personal Services,110303 - Hairdressing,,,,Certificate III,No,No,,,,English,91,"$16,210.00",$0.00,"$16,210.00",No
01709K,Biba Academy of Hair & Beauty Pty Ltd,093497M,Certificate III in Barbering,SHB30516,No,"11 - Food, Hospitality and Personal Services",1103 - Personal Services,110303 - Hairdressing,,,,Certificate III,No,No,,,,English,91,"$16,210.00",$0.00,"$16,210.00",No
01718J,BPP Institute Pty Ltd,072489G,Bachelor of Business,,No,08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$46,500.00",$0.00,"$46,500.00",No
01718J,BPP Institute Pty Ltd,072490C,Bachelor of Business (Accounting),,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,,,,Bachelor Degree,No,No,,,,English,156,"$46,500.00",$0.00,"$46,500.00",No
01718J,BPP Institute Pty Ltd,072491B,Bachelor of Business (Marketing),,No,08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$46,500.00",$0.00,"$46,500.00",No
01718J,BPP Institute Pty Ltd,072493M,Bachelor of Business (Management),,No,08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$46,500.00",$0.00,"$46,500.00",No
01718J,BPP Institute Pty Ltd,105838C,Master of Business Administration,,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Masters Degree (Coursework),No,No,,,,English,104,"$40,000.00",$700.00,"$40,700.00",No
01718J,BPP Institute Pty Ltd,105839B,Master of Business,,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Masters Degree (Coursework),No,No,,,,English,78,"$30,000.00",$600.00,"$30,600.00",No
01718J,BPP Institute Pty Ltd,105840J,Graduate Diploma of Business,,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Graduate Diploma,No,No,,,,English,52,"$20,000.00",$500.00,"$20,500.00",No
01718J,BPP Institute Pty Ltd,105841H,Graduate Certificate of Business,,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Graduate Certificate,No,No,,,,English,26,"$10,000.00",$400.00,"$10,400.00",No
01718J,BPP Institute Pty Ltd,110247F,Master of Management Information Systems,,No,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$40,000.00",$0.00,"$40,000.00",No
01718J,BPP Institute Pty Ltd,110248E,Graduate Diploma of Management Information Systems,,No,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$20,000.00",$0.00,"$20,000.00",No
01723A,Department of Education,025727K,Senior Secondary Certificate of Education Years 11 & 12,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Senior Secondary Certificate of Education,No,No,0.00,0,0,English,104,"$37,960.00","$3,000.00","$40,960.00",No
01723A,Department of Education,025728J,English as a Second Language (ESL) (Years 11 & 12),,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120103 - Literacy and Numeracy Programmes,,,,Non AQF Award,No,No,,,,English,52,"$21,980.00",$0.00,"$21,980.00",No
01723A,Department of Education,044283J,Primary Education Years 1 - 6,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Primary School Studies,No,No,0.00,0,0,English,312,"$87,450.00","$9,000.00","$96,450.00",No
01723A,Department of Education,044286F,English as a Second Language (Years 1 - 6),,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120103 - Literacy and Numeracy Programmes,,,,Non AQF Award,No,No,,,,English,52,"$17,575.00",$0.00,"$17,575.00",No
01723A,Department of Education,052150M,Secondary Education Years 7 - 10,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Junior Secondary Studies,No,No,0.00,0,0,English,208,"$69,144.00","$6,000.00","$75,144.00",No
01723A,Department of Education,052152J,English as a Second Language (ESL) (Years 7 - 10),,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120103 - Literacy and Numeracy Programmes,,,,Non AQF Award,No,No,,,,English,52,"$20,286.00",$0.00,"$20,286.00",No
01723A,Department of Education,065529G,Pre-Primary Education,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Primary School Studies,No,No,,,,English,52,"$14,575.00","$1,500.00","$16,075.00",No
01737F,Queensland Institute of Business and Technology Pty Ltd,026674K,Diploma of Commerce,,No,08 - Management and Commerce,0899 - Other Management and Commerce,"089999 - Management and Commerce, n.e.c.",,,,Diploma,No,No,,,,English,52,"$30,500.00",$225.00,"$30,725.00",No
01737F,Queensland Institute of Business and Technology Pty Ltd,026675J,Diploma of Information Technology,,No,02 - Information Technology,0299 - Other Information Technology,"029999 - Information Technology, n.e.c.",,,,Diploma,No,No,,,,English,52,"$38,950.00",$225.00,"$39,175.00",No
01737F,Queensland Institute of Business and Technology Pty Ltd,070423G,Diploma of Engineering,,No,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",,,,Diploma,No,No,,,,English,50,"$43,950.00",$225.00,"$44,175.00",No
01737F,Queensland Institute of Business and Technology Pty Ltd,075186J,Diploma of Health Care,,No,06 - Health,0600 - Health,"060000 - Health, n.f.d.",,,,Diploma,No,Yes,40.00,3,120,English,53,"$41,950.00",$225.00,"$42,175.00",No
01737F,Queensland Institute of Business and Technology Pty Ltd,075188G,Diploma of Health Sciences,,No,06 - Health,0600 - Health,"060000 - Health, n.f.d.",,,,Diploma,No,No,,,,English,53,"$41,950.00",$225.00,"$42,175.00",No
01737F,Queensland Institute of Business and Technology Pty Ltd,079939G,Academic and Cultural Studies Program,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120105 - Learning Skills Programmes,,,,Non AQF Award,No,No,,,,English,16,$0.00,$0.00,$0.00,No
01737F,Queensland Institute of Business and Technology Pty Ltd,082070G,Diploma of Criminology and Criminal Justice,,No,09 - Society and Culture,0999 - Other Society and Culture,099903 - Criminology,,,,Diploma,No,Yes,4.00,3,12,English,52,"$38,950.00",$225.00,"$39,175.00",No
01737F,Queensland Institute of Business and Technology Pty Ltd,091322F,Foundation Program,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,"120199 - General Education Programmes, n.e.c.",,,,Non AQF Award,Yes,No,,,,English,36,"$27,950.00",$225.00,"$28,175.00",No
01737F,Queensland Institute of Business and Technology Pty Ltd,092486M,Diploma of Social & Psychological Science,,No,09 - Society and Culture,0905 - Human Welfare Studies and Services,"090599 - Human Welfare Studies and Services, n.e.c.",,,,Diploma,No,No,,,,English,52,"$37,950.00",$225.00,"$38,175.00",No
01737F,Queensland Institute of Business and Technology Pty Ltd,092487K,Diploma of Science,,No,01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019999 - Natural and Physical Sciences, n.e.c.",,,,Diploma,No,No,,,,English,52,"$39,950.00",$225.00,"$40,175.00",No
01737F,Queensland Institute of Business and Technology Pty Ltd,103070G,Diploma of Educational Studies,,No,07 - Education,0703 - Curriculum and Education Studies,070303 - Education Studies,,,,Diploma,No,No,,,,English,52,"$32,950.00",$225.00,"$33,175.00",No
01737F,Queensland Institute of Business and Technology Pty Ltd,109014M,Diploma of Business,,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Diploma,No,No,,,,English,52,"$35,950.00",$225.00,"$36,175.00",No
01737F,Queensland Institute of Business and Technology Pty Ltd,109015K,Diploma of International Tourism and Hotel Management,,No,08 - Management and Commerce,0807 - Tourism,080701 - Tourism,,,,Diploma,No,No,,,,English,52,"$35,950.00",$225.00,"$36,175.00",No
01737F,Queensland Institute of Business and Technology Pty Ltd,110819H,Associate Degree in Business,,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Associate Degree,No,No,,,,English,102,"$67,000.00",$225.00,"$67,225.00",No
01737F,Queensland Institute of Business and Technology Pty Ltd,111385K,Diploma of Design,,No,10 - Creative Arts,1005 - Graphic and Design Studies,100501 - Graphic Arts and Design Studies,,,,Diploma,No,No,,,,English,52,"$38,950.00",$225.00,"$39,175.00",No
01742J,Becker Helicopter Services Pty Ltd,0101220,Diploma of Aviation (Instrument Rating),AVI50519,No,03 - Engineering and Related Technologies,0315 - Aerospace Engineering and Technology,031505 - Aircraft Operation,,,,Diploma,No,No,,,,English,26,,,"$57,258.00",No
01748C,Matthew Flinders Anglican College Limited,063483K,Primary School Studies (P-6),,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Primary School Studies,No,No,,,,English,364,"$186,060.00","$10,890.00","$196,950.00",No
01748C,Matthew Flinders Anglican College Limited,098474M,Junior Secondary Studies (Years 7-10),,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Junior Secondary Studies,No,No,,,,English,208,"$124,248.00","$24,300.00","$148,548.00",No
01748C,Matthew Flinders Anglican College Limited,098475K,Senior Secondary Certificate of Education (Years 11-12),,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Senior Secondary Certificate of Education,No,No,,,,English,104,"$62,124.00","$40,595.00","$102,719.00",No
01751G,Tenison Woods College,026373A,Senior Secondary Years 11-12,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Senior Secondary Certificate of Education,No,No,,,,English,104,"$37,800.00","$1,450.00","$39,250.00",No
01751G,Tenison Woods College,091930D,Primary Years 2-6,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Primary School Studies,No,No,,,,English,260,"$94,500.00","$1,100.00","$95,600.00",No
01751G,Tenison Woods College,097227A,Junior Secondary Years 7-10,,No,12 - Mixed Field Programmes,1201 - General Education Programmes,120101 - General Primary and Secondary Education Programmes,,,,Junior Secondary Studies,No,No,,,,English,208,"$75,600.00","$1,100.00","$76,700.00",No
01768K,Sydney Institute of Health Sciences Pty Ltd,077676G,Bachelor of Traditional Chinese Medicine,,No,06 - Health,0619 - Complementary Therapies,061905 - Traditional Chinese Medicine,,,,Bachelor Degree,No,No,,,,English,208,"$126,725.00",$285.00,"$127,010.00",No
01768K,Sydney Institute of Health Sciences Pty Ltd,092377E,Certificate IV in Massage Therapy,HLT42015,No,06 - Health,0619 - Complementary Therapies,"061999 - Complementary Therapies, n.e.c.",,,,Certificate IV,No,No,,,,English,23,"$8,765.00",$0.00,"$8,765.00",No
01768K,Sydney Institute of Health Sciences Pty Ltd,092378D,Diploma of Remedial Massage,HLT52015,No,06 - Health,0619 - Complementary Therapies,"061999 - Complementary Therapies, n.e.c.",,,,Diploma,No,No,,,,English,50,"$16,265.00",$0.00,"$16,265.00",No
01768K,Sydney Institute of Health Sciences Pty Ltd,092379C,Diploma of Traditional Chinese Medicine (TCM) Remedial Massage,HLT52115,No,06 - Health,0619 - Complementary Therapies,"061999 - Complementary Therapies, n.e.c.",,,,Diploma,No,No,,,,English,50,"$16,265.00",$0.00,"$16,265.00",No
01768K,Sydney Institute of Health Sciences Pty Ltd,116283J,Diploma of Remedial Massage,HLT52021,No,06 - Health,0619 - Complementary Therapies,"061999 - Complementary Therapies, n.e.c.",,,,Diploma,No,No,,,,English,52,"$13,480.00",$285.00,"$13,765.00",No
01768K,Sydney Institute of Health Sciences Pty Ltd,117398A,Certificate IV in Massage Therapy,HLT42021,No,06 - Health,0619 - Complementary Therapies,"061999 - Complementary Therapies, n.e.c.",,,,Certificate IV,No,No,,,,English,26,"$6,144.00",$285.00,"$6,429.00",No
01774A,ASHT Pty Ltd,0100979,English for Academic Purposes (EAP),,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,28,"$7,920.00",$610.00,"$8,530.00",No
01774A,ASHT Pty Ltd,102939M,"General English (Elementary, Pre-Intermediate, Intermediate)",,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,42,"$10,800.00",$540.00,"$11,340.00",No
01774A,ASHT Pty Ltd,104779F,Diploma of Automotive Technology,AUR50216,No,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,"030599 - Automotive Engineering and Technology, n.e.c.",,,,Diploma,No,No,,,,English,26,"$7,500.00",$0.00,"$7,500.00",No
01774A,ASHT Pty Ltd,104780B,Certificate IV in Automotive Mechanical Diagnosis,AUR40216,No,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,"030599 - Automotive Engineering and Technology, n.e.c.",,,,Certificate IV,No,Yes,10.00,10,100,English,26,"$7,200.00",$0.00,"$7,200.00",No
01774A,ASHT Pty Ltd,104781A,Certificate III in Light Vehicle Mechanical Technology,AUR30620,No,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,030503 - Vehicle Mechanics,,,,Certificate III,No,Yes,10.00,36,360,English,78,"$23,000.00","$1,100.00","$24,100.00",No
01774A,ASHT Pty Ltd,108201E,Advanced Diploma of Business,BSB60120,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Advanced Diploma,No,No,,,,English,52,"$16,200.00",$0.00,"$16,200.00",No
01774A,ASHT Pty Ltd,108202D,Diploma of Business,BSB50120,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Diploma,No,No,,,,English,52,"$16,200.00",$0.00,"$16,200.00",No
01774A,ASHT Pty Ltd,109390J,Graduate Diploma of Management (Learning),BSB80120,No,07 - Education,0701 - Teacher Education,"070100 - Teacher Education, n.f.c.",,,,Graduate Diploma,No,No,,,,English,104,"$17,000.00",$250.00,"$17,250.00",No
01774A,ASHT Pty Ltd,109640G,Certificate IV in Kitchen Management,SIT40521,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110109 - Cookery,,,,Certificate IV,No,Yes,20.00,40,800,English,78,"$22,200.00",$0.00,"$22,200.00",No
01774A,ASHT Pty Ltd,109778M,Certificate III in Commercial Cookery,SIT30821,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110109 - Cookery,,,,Certificate III,No,Yes,20.00,40,800,English,52,"$15,500.00",$0.00,"$15,500.00",No
01774A,ASHT Pty Ltd,110502G,Diploma of Hospitality Management,SIT50422,No,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,,,,Diploma,No,Yes,20.00,40,800,English,78,"$19,900.00",$950.00,"$20,850.00",No
01774A,ASHT Pty Ltd,110503F,Advanced Diploma of Hospitality Management,SIT60322,No,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,,,,Advanced Diploma,No,Yes,20.00,40,800,English,104,"$26,400.00",$950.00,"$27,350.00",No
01774A,ASHT Pty Ltd,111074C,Certificate III in Carpentry,CPC30220,No,04 - Architecture and Building,0403 - Building,040311 - Carpentry and Joinery,,,,Certificate III,No,Yes,,10,380,English,104,"$32,000.00","$2,000.00","$34,000.00",No
01774A,ASHT Pty Ltd,116160J,"Beginner, Upper-Intermediate, Advanced Levels to General English Course",,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,72,"$21,600.00","$1,080.00","$22,680.00",No
01774A,ASHT Pty Ltd,116178K,Advanced Diploma of Civil Construction Design,RII60520,No,03 - Engineering and Related Technologies,0309 - Civil Engineering,"030900 - Civil Engineering, n.f.d.",,,,Advanced Diploma,No,Yes,30.00,2,60,English,104,"$20,500.00","$1,800.00","$22,300.00",No
01774A,ASHT Pty Ltd,116179J,Certificate III in Patisserie,SIT31021,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110107 - Baking and Pastrymaking,,,,Certificate III,No,Yes,15.00,6,90,English,52,"$14,000.00","$1,500.00","$15,500.00",No
01774A,ASHT Pty Ltd,116685B,Certificate III in Automotive Electrical Technology,AUR30320,No,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,"030500 - Automotive Engineering and Technology, n.f.d.",,,,Certificate III,No,Yes,36.00,10,360,English,104,"$18,000.00","$1,000.00","$19,000.00",No
01774A,ASHT Pty Ltd,116759M,Certificate IV in Automotive Electrical Technology,AUR40620,No,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,"030599 - Automotive Engineering and Technology, n.e.c.",,,,Certificate IV,No,No,,,,English,26,"$9,500.00","$1,000.00","$10,500.00",No
01774A,ASHT Pty Ltd,118013D,Certificate IV in Building and Construction,CPC40120,No,04 - Architecture and Building,0403 - Building,040303 - Building Construction Management,,,,Certificate IV,No,No,,,,English,52,"$15,000.00",$750.00,"$15,750.00",No
01774A,ASHT Pty Ltd,118014C,Diploma of Civil Construction Design,RII50520,No,03 - Engineering and Related Technologies,0309 - Civil Engineering,"030900 - Civil Engineering, n.f.d.",,,,Diploma,No,No,,,,English,78,"$18,000.00","$1,800.00","$19,800.00",No
01774A,ASHT Pty Ltd,120265K,Certificate IV in Automotive Mechanical Diagnosis,AUR40226,No,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,030501 - Automotive Engineering,,,,Certificate IV,No,Yes,10.00,10,100,English,26,"$7,200.00",$0.00,"$7,200.00",No
01774A,ASHT Pty Ltd,120611H,Certificate IV in Automotive Electrical Technology,AUR40626,No,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,030505 - Automotive Electrics and Electronics,,,,Certificate IV,No,No,,,,English,26,"$9,500.00","$1,000.00","$10,500.00",No
01796F,Cambridge Academy of English Pty Ltd,0101547,Diploma of Hospitality Management,SIT50416,No,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,,,,Diploma,No,No,,,,English,62,"$17,500.00",$0.00,"$17,500.00",No
01796F,Cambridge Academy of English Pty Ltd,081928C,General English 1-4,,No,09 - Society and Culture,0915 - Language and Literature,091501 - ELICOS,,,,Non AQF Award,No,No,,,,English,104,"$18,200.00",$0.00,"$18,200.00",No
01796F,Cambridge Academy of English Pty Ltd,102855D,Certificate IV in Automotive Mechanical Diagnosis,AUR40216,No,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,"030599 - Automotive Engineering and Technology, n.e.c.",,,,Certificate IV,No,No,,,,English,26,"$6,800.00",$0.00,"$6,800.00",No
01796F,Cambridge Academy of English Pty Ltd,102856C,Diploma of Automotive Technology,AUR50216,No,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,"030599 - Automotive Engineering and Technology, n.e.c.",,,,Diploma,No,No,,,,English,52,"$13,800.00",$0.00,"$13,800.00",No
01796F,Cambridge Academy of English Pty Ltd,103616M,Certificate III in Light Vehicle Mechanical Technology,AUR30620,No,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,030503 - Vehicle Mechanics,,,,Certificate III,No,No,,,,English,78,"$24,800.00",$0.00,"$24,800.00",No
01796F,Cambridge Academy of English Pty Ltd,104136H,Diploma of Leadership and Management,BSB50420,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Diploma,No,No,,,,English,52,"$12,700.00",$0.00,"$12,700.00",No
01796F,Cambridge Academy of English Pty Ltd,104688J,Advanced Diploma of Leadership and Management,BSB60420,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Advanced Diploma,No,No,,,,English,52,"$12,700.00",$0.00,"$12,700.00",No
01796F,Cambridge Academy of English Pty Ltd,104689H,Graduate Diploma of Management (Learning),BSB80120,No,07 - Education,0701 - Teacher Education,"070199 - Teacher Education, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$18,500.00",$0.00,"$18,500.00",No
01796F,Cambridge Academy of English Pty Ltd,109641F,Certificate IV in Kitchen Management,SIT40521,No,"11 - Food, Hospitality and Personal Services",1101 - Food and Hospitality,110109 - Cookery,,,,Certificate IV,No,No,,,,English,70,"$19,750.00",$0.00,"$19,750.00",No
01796F,Cambridge Academy of English Pty Ltd,112578D,Advanced Diploma of Information Technology,ICT60220,No,02 - Information Technology,0203 - Information Systems,"020399 - Information Systems, n.e.c.",,,,Advanced Diploma,No,No,,,,English,104,"$28,500.00","$1,200.00","$29,700.00",No
01796F,Cambridge Academy of English Pty Ltd,112579C,Diploma of Hospitality Management,SIT50422,No,08 - Management and Commerce,0803 - Business and Management,080319 - Hospitality Management,,,,Diploma,No,No,,,,English,62,"$17,500.00","$1,200.00","$18,700.00",No
01796F,Cambridge Academy of English Pty Ltd,120266J,Certificate IV in Automotive Mechanical Diagnosis,AUR40226,No,03 - Engineering and Related Technologies,0305 - Automotive Engineering and Technology,030501 - Automotive Engineering,,,,Certificate IV,No,No,,,,English,26,"$6,800.00",$0.00,"$6,800.00",No
01812M,Melbourne Rudolf Steiner Seminar Limited,107755A,Advanced Diploma of Rudolf Steiner Education,10825NAT,No,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,,,,Advanced Diploma,No,No,,,,English,39,"$21,420.00",$0.00,"$21,420.00",No
01812M,Melbourne Rudolf Steiner Seminar Limited,118031B,Advanced Diploma of Rudolf Steiner Education,11298NAT,No,07 - Education,0701 - Teacher Education,070103 - Teacher Education: Primary,,,,Advanced Diploma,No,Yes,32.00,10,320,English,82,"$24,000.00",$0.00,"$24,000.00",No
01822J,ACPE Limited,054156M,Bachelor of Dance Education,,No,10 - Creative Arts,1001 - Performing Arts ,100105 - Dance,,,,Bachelor Degree,No,No,,,,English,208,"$130,240.00",$200.00,"$130,440.00",No
01822J,ACPE Limited,055880G,Bachelor of Sport Business (Leadership),,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Bachelor Degree,No,No,,,,English,156,"$97,680.00",$200.00,"$97,880.00",No
01822J,ACPE Limited,055881G,Associate Degree of Sport Business,,No,08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",,,,Associate Degree,No,No,,,,English,104,"$65,120.00",$200.00,"$65,320.00",No
01822J,ACPE Limited,062457J,Associate Degree of Applied Fitness,,No,09 - Society and Culture,0921 - Sport and Recreation,092101 - Sport and Recreation Activities,,,,Associate Degree,No,No,,,,English,104,"$60,000.00",$200.00,"$60,200.00",No
01822J,ACPE Limited,062458G,Bachelor of Applied Fitness,,No,09 - Society and Culture,0921 - Sport and Recreation,092101 - Sport and Recreation Activities,,,,Bachelor Degree,No,No,,,,English,156,"$90,000.00",$200.00,"$90,200.00",No
01822J,ACPE Limited,085527K,Bachelor of Health and Movement,,No,06 - Health,0699 - Other Health,069903 - Human Movement,,,,Bachelor Degree,No,No,,,,English,156,"$90,000.00",$200.00,"$90,200.00",No
01822J,ACPE Limited,085822C,Bachelor of Health Science (Exercise),,No,06 - Health,0699 - Other Health,"069999 - Health, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$97,680.00",$200.00,"$97,880.00",No
01822J,ACPE Limited,085823B,Bachelor of Health Science (Fitness),,No,06 - Health,0699 - Other Health,"069999 - Health, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$90,000.00",$200.00,"$90,200.00",No
01822J,ACPE Limited,085825M,Bachelor of Health Science (Community Health),,No,06 - Health,0699 - Other Health,"069999 - Health, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$90,000.00",$200.00,"$90,200.00",No
01822J,ACPE Limited,085826K,Bachelor of Health Science (Dance),,No,06 - Health,0699 - Other Health,"069999 - Health, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$90,000.00",$200.00,"$90,200.00",No
